region	Oct4	Sox2
chr9:37037628-37037728	0	0
chr9:40492270-40492370	0	0
chr9:40563586-40563686	0	0
chr9:42058592-42058692	0	0
chr9:43874540-43874640	1	0
chr9:46687304-46687404	1	0
chr9:50891873-50891973	1	0
chr9:52243030-52243130	0	1
chr9:52442191-52442291	0	1
chr9:54527011-54527111	0	0
chr9:58782739-58782839	0	1
chr9:58847122-58847222	0	0
chr9:59124849-59124949	0	0
chr9:62161044-62161144	1	0
chr9:63783606-63783706	1	0
chr9:64083965-64084065	0	0
chr9:67763551-67763651	1	0
chr9:67879666-67879766	1	0
chr9:67934602-67934702	0	0
chr9:69243348-69243448	1	0
chr9:69617198-69617298	1	0
chr9:70144510-70144610	0	1
chr9:74453014-74453114	0	1
chr9:74553020-74553120	1	0
chr9:75500092-75500192	1	0
chr9:75935829-75935929	1	0
chr9:76655529-76655629	1	0
chr9:76681388-76681488	1	0
chr9:78599875-78599975	1	0
chr9:78982470-78982570	0	0
chr9:79294505-79294605	0	1
chr9:79956476-79956576	1	0
chr9:80139250-80139350	0	1
chr9:80652853-80652953	0	1
chr9:81096461-81096561	0	0
chr9:81416264-81416364	0	0
chr9:81661734-81661834	1	0
chr9:81708646-81708746	0	1
chr9:83145633-83145733	0	1
chr9:83951023-83951123	0	0
chr9:86215784-86215884	1	0
chr9:86498760-86498860	0	0
chr9:89129289-89129389	0	0
chr9:89379869-89379969	0	1
chr9:90226074-90226174	0	1
chr9:91893600-91893700	1	0
chr9:92150351-92150451	1	0
chr9:93192282-93192382	0	1
chr9:93631827-93631927	1	0
chr9:94402189-94402289	0	0
chr9:95310120-95310220	1	0
chr9:95564286-95564386	1	0
chr9:95857574-95857674	0	1
chr9:96102703-96102803	1	0
chr9:96484506-96484606	0	1
chr9:96514434-96514534	1	0
chr9:98270266-98270366	0	0
chr9:99053235-99053335	0	1
chr9:99463847-99463947	0	1
chr9:100402861-100402961	0	1
chr9:100414953-100415053	0	0
chr9:100593261-100593361	0	1
chr9:100598687-100598787	1	0
chr9:105266364-105266464	1	0
chr9:105503056-105503156	1	0
chr9:106548149-106548249	1	0
chr9:107011845-107011945	0	1
chr9:109286327-109286427	0	0
chr9:112990966-112991066	0	0
chr9:113968712-113968812	0	0
chr9:116446486-116446586	0	0
chr9:116873340-116873440	0	0
chr9:117742221-117742321	1	0
chr9:118164715-118164815	0	1
chr9:120379527-120379627	1	0
chr9:120424140-120424240	0	0
chr9:120623606-120623706	1	0
chr9:120733344-120733444	0	1
chr9:123654859-123654959	0	1
chr9:123871286-123871386	0	0
chr9:123990437-123990537	0	1
chr9_random:10574-10674	1	0
chrUn_random:656927-657027	1	0
chrX:4161999-4162099	0	0
chrX:5101539-5101639	0	0
chrX:6060367-6060467	1	0
chrX:6823742-6823842	0	1
chrX:10591934-10592034	0	0
chrX:11073058-11073158	0	0
chrX:13410355-13410455	0	0
chrX:14171906-14172006	0	1
chrX:14457293-14457393	0	0
chrX:14851862-14851962	0	0
chrX:20282817-20282917	1	0
chrX:22641616-22641716	0	0
chrX:22705913-22706013	0	1
chrX:23576188-23576288	0	0
chrX:24274305-24274405	0	0
chrX:25740326-25740426	0	0
chrX:34974562-34974662	0	0
chrX:35488299-35488399	0	0
chrX:35558397-35558497	1	0
chrX:36626783-36626883	0	0
chrX:38212992-38213092	1	0
chrX:38505767-38505867	0	0
chrX:39454863-39454963	0	0
chrX:40660742-40660842	1	0
chrX:45209523-45209623	0	0
chrX:46417131-46417231	0	0
chrX:46549486-46549586	0	1
chrX:47347494-47347594	1	0
chrX:48537505-48537605	1	0
chrX:48816826-48816926	1	0
chrX:49272125-49272225	0	0
chrX:50340525-50340625	1	0
chrX:51102319-51102419	0	0
chrX:52916174-52916274	0	0
chrX:53661659-53661759	0	0
chrX:55180142-55180242	1	0
chrX:56367953-56368053	1	0
chrX:57763512-57763612	0	0
chrX:60910747-60910847	0	0
chrX:63012936-63013036	1	0
chrX:63963840-63963940	1	0
chrX:64306844-64306944	0	0
chrX:65359936-65360036	1	0
chrX:66119269-66119369	0	0
chrX:66627823-66627923	0	1
chrX:66681414-66681514	1	0
chrX:67598673-67598773	1	0
chrX:67949041-67949141	1	0
chrX:68822973-68823073	0	0
chrX:69296422-69296522	0	1
chrX:69416953-69417053	0	0
chrX:69593867-69593967	0	1
chrX:72581058-72581158	0	0
chrX:74770649-74770749	0	1
chrX:75352562-75352662	0	1
chrX:75688756-75688856	0	0
chrX:76083351-76083451	0	0
chrX:76515290-76515390	0	0
chrX:76736578-76736678	0	0
chrX:76807071-76807171	0	0
chrX:79813714-79813814	1	0
chrX:79919885-79919985	1	0
chrX:80334027-80334127	1	0
chrX:81110074-81110174	1	0
chrX:81174741-81174841	0	0
chrX:81223905-81224005	1	0
chrX:82936386-82936486	0	0
chrX:85612904-85613004	0	1
chrX:86185679-86185779	1	0
chrX:88927790-88927890	0	0
chrX:90470038-90470138	0	0
chrX:90546910-90547010	0	0
chrX:92172726-92172826	0	0
chrX:93898383-93898483	0	1
chrX:94555939-94556039	0	0
chrX:94573433-94573533	1	0
chrX:94725642-94725742	1	0
chrX:97980332-97980432	1	0
chrX:99001262-99001362	1	0
chrX:99772340-99772440	1	0
chrX:100300330-100300430	0	1
chrX:100448955-100449055	0	0
chrX:100585229-100585329	1	0
chrX:100729294-100729394	0	1
chrX:101540026-101540126	1	0
chrX:103912183-103912283	0	0
chrX:104153132-104153232	1	0
chrX:105757554-105757654	1	0
chrX:106663269-106663369	0	0
chrX:106718517-106718617	0	0
chrX:110420954-110421054	1	0
chrX:110823888-110823988	1	0
chrX:111605708-111605808	1	0
chrX:112797117-112797217	1	0
chrX:114806013-114806113	0	1
chrX:115093263-115093363	1	0
chrX:116769193-116769293	0	0
chrX:117153969-117154069	0	1
chrX:119248336-119248436	1	0
chrX:119603103-119603203	1	0
chrX:124415486-124415586	0	0
chrX:126790672-126790772	0	0
chrX:132663017-132663117	1	0
chrX:133798229-133798329	1	0
chrX:134518756-134518856	0	0
chrX:135774199-135774299	0	0
chrX:136905113-136905213	0	0
chrX:136926165-136926265	1	0
chrX:137084606-137084706	0	1
chrX:137265506-137265606	0	0
chrX:138161992-138162092	1	0
chrX:138172803-138172903	1	0
chrX:138421566-138421666	0	0
chrX:139505792-139505892	0	0
chrX:141235228-141235328	0	0
chrX:144071805-144071905	0	0
chrX:149342929-149343029	0	1
chrX:149600503-149600603	1	0
chrX:150396111-150396211	0	0
chrX:150588472-150588572	1	0
chrX:151645684-151645784	0	0
chrX:153443886-153443986	0	0
chrX:153827531-153827631	0	0
chrX:154221031-154221131	0	0
chrX:154511717-154511817	0	0
chrX:154722535-154722635	0	1
chrX:155056392-155056492	0	1
chrX:156186451-156186551	0	1
chrX:159671502-159671602	0	0
chrX:160278122-160278222	0	0
chrX:162299057-162299157	1	0
chrX:162402637-162402737	1	0
chrX:162797478-162797578	0	0
chrX:163466070-163466170	0	0
chrX:164309142-164309242	0	0
chrY:1462041-1462141	0	0
chrY:5123240-5123340	0	0
chrY:9425047-9425147	0	0
chrY:9657339-9657439	0	0
chrY:13462798-13462898	0	0
